ids,instructions,Verbs
d9d52017d0,Let liquid drain a bit before putting greens into dish.,drain
d9d52017d0,Enjoy greens steaming hot.,none
3cf2ba8ba7,Mix cream cheese and mayo in medium bowl until blended.,"mix,blended"
3cf2ba8ba7,Add remaining ingredients,add
3cf2ba8ba7,mix well.,mix well
3cf2ba8ba7,Refrigerate several hours or until chilled.,"refrigerate,chilled"
81cc4bcc8e,"In a large bowl, combine 1 cup flour, whole wheat flour, yeast and salt.",combine
81cc4bcc8e,"Stir in water, olive oil, honey and garlic.",stir
81cc4bcc8e,Stir in enough of remaining flour to make a soft dough.,stir
81cc4bcc8e,"On a lightly floured surface, knead dough about 5 minutes or until smooth and elastic.","knead,smooth,elastic"
81cc4bcc8e,Cover with plastic wrap and let rest about 10 minutes.,"cover,rest"
81cc4bcc8e,"Meanwhile, heat 2 teaspoon oil in medium skillet over medium heat.",heat
81cc4bcc8e,"Add onion and cook, stirring occasionally until soft.","add,cook,stirring occasionally"
81cc4bcc8e,Set aside.,set aside
81cc4bcc8e,Lightly spray a 11 by 7 baking pan with nonstick cooking spray.,lightly spray
81cc4bcc8e,Pat or roll dough to fit pan,"pat,rool dough"
81cc4bcc8e,Brush with remaining teaspoon of oil.,brush
81cc4bcc8e,Spread onions evenly over dough.,spread
81cc4bcc8e,Sprinkle with cheese and rosemary.,sprinkle
81cc4bcc8e,Cover lightly with kitchen towel and let rise in warm place about 30 minutes or until doubled.,"cover,let rise"
81cc4bcc8e,Bake at 350F for 30 minutes or until puffy and lightly browned.,bake
742c47e13c,"In a bowl, combine the flour, cocoa powder, sugar, baking powder, baking soda, salt, and cinnamon together.",combine
742c47e13c,"In a measuring cup, measure the buttermilk",measure
742c47e13c,add the egg and vanilla and whisk to combine.,"add,whisk"
742c47e13c,"Slowly add the wet ingredients to the dry and whisk until all the dry ingredients are wet, but dont overmixthe batter should be a little lumpy.","alowly add,whisk"
742c47e13c,"Over medium heat, melt some butter in a skillet and let it get hot.",melt
742c47e13c,Pour about 1/3 cup of batter into the skillet and let it cook until little bubbles form all over the surface.,"pour,cook"
742c47e13c,Flip and cook until the other side browns too.,"flip,cook"
742c47e13c,Repeat with the rest of the batter.,repeat
742c47e13c,"To keep pancakes warm, preheat oven to 200 degrees F. Place the cooked pancakes on a cookie sheet and keep warm in the oven.","preheat,place,keep warm"
742c47e13c,Serve 2 pancakes a person.,serve
742c47e13c,"In between each pancake, place some chocolate chips.",place
742c47e13c,"And since the pancakes are warm, the chocolate chips will melt and be all gooey.",none
742c47e13c,Top with whipped cream and syrup!,top
742c47e13c,Enjoy.,none
340c18af52,Peel and cut the onion in half through the root.,"peel,cut"
340c18af52,Trim the ends and then julienne the onion lengthwise.,"trim,julienne"
340c18af52,Melt the butter in a small saute pan over medium heat.,melt
340c18af52,"Add the onion and thyme and cook, stirring occasionally, for 10 to 15minutes or until the onion is a deep golden brown.","add,stirring occasionally"
340c18af52,Season to taste with salt and pepper.,season
340c18af52,Keep warm until ready to serve.,keep warm
340c18af52,"Meanwhile, preheat the oven to 400F.",preheat
340c18af52,Peel and cut the onion in half through the root.,"peel,cut"
340c18af52,Trim the ends and then julienne the onion lengthwise.,"trim,julienne"
340c18af52,Melt the butter in a small saute pan over medium heat.,melt
340c18af52,"Add the onion and thyme and cook, stirring occasionally, for 10 to 15minutes or until the onion is a deep golden brown.","add,stirring occasionally"
340c18af52,Season to taste with salt and pepper.,season
340c18af52,Keep warm until ready to serve.,keep warm
340c18af52,"Meanwhile, preheat the oven to 400F.",preheat
340c18af52,Unfold the puff pastry sheet on a lightly floured work surface and turn over to prevent the creases from splitting.,"unfold,turn over"
340c18af52,Pat down gently to flatten the sheet.,pat down
340c18af52,"Using a 1-inch round fluted cookie cutter, stamp out 6 rounds and transfer to an ungreased baking sheet.","stamp out,transfer"
340c18af52,Bake for 8 to 10minutes or until puffed and golden brown.,bake
c79b078389,Preheat oven to 350 degrees.,preheat
c79b078389,Spray a 9x13 pan,spray
c79b078389,"In a large bowl, place the cracked eggs and whisk to blend them all together.","place,whisk"
c79b078389,Add the cottage cheese and mix well.,"add,mix well"
c79b078389,"Add chilies or ham, bacon, roasted veggies - you decide.",add
c79b078389,"In a seperate good sized bowl, measure flour, garlic powder, salt and pepper.",measure
c79b078389,Add the grated cheese and toss to coat the cheese with the flour mixture.,add
c79b078389,"Add the grated cheese mixture to the egg mixture and with a big spoon, fold it all together.","add,fold"
c79b078389,Pour into prepared pan.,pour
c79b078389,"Bake for 45 minutes, until center is set.",bake
c79b078389,The top will begin to brown lightly.,none
bec701d371,Line a baking sheet with foil.,line
bec701d371,Melt the dark chocolate and let it cool to lukewarm (about 100F).,"melt,cool"
bec701d371,Stir about one third of the almonds and one third of the rosemary leaves into the chocolate until thoroughly combined.,stir
bec701d371,Melt the white chocolate and let it cool to lukewarm (about 100F).,"melt,cool"
bec701d371,Stir another one third of the almonds and one third of the rosemary leaves into the chocolate until thoroughly combined.,stir
bec701d371,Pour the dark-chocolate mixture onto the prepared baking sheet and spread it evenly over the foil with a spatula or palette knife.,"pour,spread"
bec701d371,Work quickly so the chocolate does not harden and become difficult to spread.,work quickly
bec701d371,Spread the remaining almonds and rosemary over the bark and gently press them into the chocolate just to adhere.,"spread,gently press"
bec701d371,"Refrigerate the dark-chocolate bark until the chocolate is cool and beginning to set, 10 to 15 minutes.",refrigerate
bec701d371,Remove the bark from the refrigerator and spread the white-chocolate mixture over the dark chocolate.,"remove,spread"
bec701d371,"Refrigerate the bark until the white-chocolate layer is cool and beginning to set, 10 to 15 minutes.",refrigerate
bec701d371,Remove the bark from the refrigerator and set the baking sheet on a wire rack.,"remove,set"
bec701d371,Let the bark set at cool room temperature for 4 to 6 hours.,let cool
bec701d371,"(If the weather is particularly humid, the bark may not set as firmly as on dry days.)",none
bec701d371,"Lift the bark from the foil and break it into uneven pieces, each 2 to 3 inches long.","lift,break"
bec701d371,"To prevent your fingers from getting sticky, hold onto the edge of the chocolate with waxed paper or wear latex gloves.",hold onto
bec701d371,Serve right away or store the bark for 2 to 3 weeks in an airtight container between layers of waxed paper.,"serve,store"
2d4f461190,Heat oven to 350 degrees.,heat
2d4f461190,Spray the bottom only of a 13x9inch baking pan with cooking spray.,spray
2d4f461190,"In a large bowl, combine cookie mix, butter, and egg until a soft dough forms.",combine
2d4f461190,Press evenly in the bottom of the pan.,press
2d4f461190,"Bake 15-20 minutes, or until light golden brown.",bake
2d4f461190,"Cool completely, about 30 minutes.",cool
2d4f461190,Make the frosting: combine all the frosting ingredients EXCEPT the strawberries in a large bowl.,"make,combine"
2d4f461190,"Mix with a hand mixer on medium, until combined and fluffy.",mix
2d4f461190,Stir in the crushed strawberries.,stir
2d4f461190,Layer the sliced strawberries on top of the cookie crust,layer
2d4f461190,saving a few for garnish.,saving
2d4f461190,Frost the top of the cookie bar.,frost
2d4f461190,"I didnt use the entire amount of frosting, only about 3/4 of it.",none
2d4f461190,"If you have extra, just put it in the fridge, and you can spread it on graham crackers and enjoy later!","put,spread"
2d4f461190,Sprinkle the saved strawberries and the coconut on top of the frosting.,sprinkle
2d4f461190,Cover and refrigerate to keep the strawberries fresh.,"cover,refrigerate"
88326e9da2,Cut 24 (1/2-inch thick) slices from bread.,cut
88326e9da2,"In small bowl, combine dressing, cheese and onion.",combine
88326e9da2,Spread each bread slice with heaping teaspoon dressing mixture.,spread
88326e9da2,"On baking sheet, arrange bread slices.",arrange
88326e9da2,Broil 4 inches from heat 1 minute or until golden.,broil
628f3df525,"Preheat oven to 375, spray 9x11 pan with cooking spray.",preheat
628f3df525,"Saute Olive Oil, Onion, Carrots, Celery, Garlic, till softened (desired texture).","saute,till softened"
628f3df525,Remove from pan.,remove
628f3df525,"Make a roux, melt butter on medium high heat.","make,melt"
628f3df525,"Whisk in flour till mixture browns lightly, about 1 minute.","whisk,till browns"
628f3df525,"Whisk in chicken stock and Franks Buffalo Sauce to the butter/flour mixture, till it boils, then take it to simmer till gravy thickens, about 2-3 minutes, whisking the entire time.","whisk,till boils,simmer,till thickens"
628f3df525,Add chicken and vegetables to the sauce.,add
628f3df525,"Take cooked macaroni add to 9x11 pan, spread evenly.","take,spread evenly"
628f3df525,"Toss in cheese, stir in evenly.","toss,stir"
628f3df525,Top with chicken mixture.,top
628f3df525,"Cook in oven for about 20 minutes, let set for 10 minutes -- and serve.","cook,let set,serve"
b6c8989887,"To prepare the tea, peel and grate the turmeric and the ginger root.","peel,grate"
b6c8989887,Place in a soup pot and add water.,"place,add"
b6c8989887,Bring to mixture to a boil and simmer for about 15 to 20 minutes.,"boil,simmer"
b6c8989887,Strain the mixture into a clean glass container.,strain
b6c8989887,Allow the mixture to cool for about 5 minutes.,allow
b6c8989887,"Then, juice the lemon and pour into the turmeric tea along with the agave nectar or honey.","juice,pour"
b6c8989887,This infusion can also be drunk at room temperature.,none
b6c8989887,*Enjoy the liver tonic.,none
b6c8989887,"Although turmeric and ginger is good for you, avoid taking large doses most especially if you have gallstones, bleeding disorders, overly acidic stomach or are pregnant or nursing.",none
b6c8989887,Also avoid large doses if you are taking any medication that contains blood thinner.,none
b6c8989887,The following recipe yield 4 cups and can be drank in one day without any side effects.,none
46820ab687,Season the salmon with salt and pepper and let sit for 10 minutes.,season
46820ab687,"Boil the water for the pasta, add the salt, and begin to boil the pasta.","boil,add,begin to boil"
46820ab687,Put the olive oil in the frying pan and add the salmon.,"put,add"
46820ab687,Cook both sides and remove from the pan.,"cook,remove"
46820ab687,Remove the skin and bones and cut into bite-sized pieces.,"remove,cut"
46820ab687,Add a bit of oil to the frying pan from Step 2 and cook the onions.,"add,cook"
46820ab687,"Once the onions have wilted, return the salmon to the pan, add the ingredients, and let it simmer a bit.","return,simmer"
46820ab687,Add the boiled pasta to the pan from Step 3 and mix it in briskly.,"add,mix briskly"
46820ab687,Sprinkle with powdered cheese and season with salt and pepper.,"sprinkle,season"
46820ab687,Try my Full of Tomatoes Spaghetti Napolitan -.,try
46820ab687,Broccoli Pepperoncino -.,none
46820ab687,Rich Kabocha Squash Pasta -.,none
46820ab687,Mushroom Pasta -.,none
58f1a36ca1,Spread the adzuki beans evenly in a microwave-safe dish and microwave uncovered at 600W for 5 minutes (until it looks like a honeycomb like in the picture above).,"spread,microwave"
58f1a36ca1,Mix well to reduce excess moisture.,mix well
58f1a36ca1,"If it's still watery, microwave again.",microwave
58f1a36ca1,Separate into 6 parts.,separate
58f1a36ca1,"In a microwave-safe bowl, combine the cut mochi and teaspoon of water and microwave at 600W for 3 minutes (until it somewhat expands).","combine,microwave"
58f1a36ca1,"Once the mochi is soft, add sugar, wet a rolling pin, and use it to pound the mochi in the bowl (in a motion as if folding the mochi at the bottom to the top).","add,pound"
58f1a36ca1,Continue this until it comes together in a ball.,continue
58f1a36ca1,Coat your hands lightly in katakuriko.,coat
58f1a36ca1,Divide the mochi into 6 portions and roll into balls.,"divide,roll"
58f1a36ca1,"Take one ball and flatten, then wrap around one portion of adzuki.","take,wrap"
58f1a36ca1,(The one in the picture is a bit too thick.),none
58f1a36ca1,Completely cover the bean paste and tightly squeeze the mochi so that it doesn't fall apart.,"cover,tightly squeeze"
58f1a36ca1,Serve before they harden.,seve
58f1a36ca1,They should be fine up to about an hour.,none
58f1a36ca1,"Of course, if they get too hard to eat, you can try baking them.",none
963432f485,Note:.,none
963432f485,soften Cream Cheese in microwave for 15-30 seconds FG states it needs to be very soft.,soften
963432f485,For Glaze simply add milk and egg to bowl and whisk like crazy.,"add,whisk"
963432f485,Oven preheat to 400F Prepare pan.,preheat
963432f485,Combine first ingredients down to cheeses.,combine
963432f485,Now add your cheeses and mix gently.,"add,mix"
963432f485,Add scallions and mix gently.,"add,mix"
963432f485,Mix the milk [you can also use half and half] with the egg and gently fold into dry.,"mix,gently fold"
963432f485,You want a soft dough.,none
963432f485,Add the other 1/2 cup flour if it is sticky.,add
963432f485,Pat this into a circle 1 inch thick.,pat
963432f485,Handle dough with light touch and very little.,handle
963432f485,Cut into 8 edges and place on your baking sheet.,"cut,place"
963432f485,Brush with Glaze.,brush
963432f485,Bake.,bake
